0.01
1.0
100.0
10
1.000000 0.038711 -0.953614 -0.365750 0.026963 -0.031891 0.028376
0.959230 0.853969 0.159942 -0.819763 0.000925 -0.030859 -0.036529
0.680917 0.019639 0.334902 0.125374 0.038654 0.013786 -0.036828
0.461814 -0.599245 0.501827 0.329540 0.016944 0.042566 -0.040272
0.534789 0.483231 0.294375 0.566222 0.041285 0.048058 -0.047783
0.732733 0.597592 -0.965821 0.784705 -0.025206 0.024919 -0.036398
0.688741 0.224463 0.836953 -0.546983 0.026917 0.018797 -0.041430
0.191486 0.298244 0.026092 0.182935 -0.040546 0.020060 0.001615
0.199256 -0.656010 0.917814 0.048416 0.027539 -0.021829 -0.038026
0.784138 -0.235663 0.053952 -0.134900 0.019785 0.008967 -0.040959
