0.01
1.0
100.0
1000
1.000000 0.968919 -0.268130 -0.232324 -0.011685 -0.016178 0.009475
0.485772 -0.265097 -0.335400 -0.835757 -0.030488 0.008795 0.006893
0.583741 -0.876350 -0.038046 -0.370983 0.026684 0.034731 -0.038525
0.020238 0.099563 -0.458575 -0.279811 -0.028060 0.049030 -0.019329
0.022266 0.808362 -0.364638 0.796966 -0.027726 -0.003966 -0.023962
0.545718 0.540708 -0.047660 -0.510910 0.047554 -0.017146 0.021101
0.860571 0.668429 0.757266 0.834341 -0.001794 0.031496 0.023854
0.211455 0.134304 0.008798 -0.287886 -0.028151 -0.007941 -0.024315
0.752266 -0.973651 0.343731 -0.472864 0.049365 0.040923 -0.039603
0.069571 0.701567 -0.140402 0.618006 0.006086 0.006291 0.003296
0.221733 0.402670 0.309251 -0.679593 -0.036577 0.004381 -0.001804
0.424527 0.027490 -0.788556 -0.549612 -0.003330 0.002660 0.044119
0.902532 -0.369764 0.445900 0.873695 0.032967 0.048698 0.034367
0.541766 0.034406 0.582896 0.685662 0.006547 -0.009425 0.011799
0.872216 -0.905607 -0.361110 -0.809542 0.039984 0.006170 -0.040515
0.759342 -0.537758 -0.733912 -0.855790 -0.004508 0.021247 0.001210
0.231329 -0.195919 -0.885464 -0.327024 0.019463 -0.037717 0.042243
0.690462 0.201109 0.576033 -0.227050 -0.036374 -0.014799 -0.025967
0.195305 0.873084 -0.363618 0.602507 -0.018900 0.036913 -0.034827
0.761521 -0.002646 -0.612187 -0.756781 0.030587 0.009178 -0.048498
0.013308 0.457407 0.473453 -0.428158 -0.043132 -0.043154 0.020660
0.837258 0.866488 0.009814 -0.628232 0.026955 -0.017258 0.017328
0.437624 0.032604 -0.145775 0.682931 0.048355 0.049733 -0.048104
0.310660 -0.261723 0.359209 0.366759 0.015398 0.045547 0.003051
0.185931 -0.436619 0.476772 -0.889228 -0.014057 -0.041054 -0.011227
0.912475 -0.373184 -0.123902 -0.362654 -0.046851 0.021227 -0.030513
0.964999 0.693063 0.669658 -0.358255 -0.030879 -0.014763 0.031888
0.154296 -0.110697 -0.969831 0.831863 -0.012899 -0.008722 0.047738
0.246188 0.717936 -0.642487 -0.377406 -0.044925 0.035434 0.042162
0.484774 0.231661 0.243549 0.994708 0.012324 0.009812 0.017455
0.181193 -0.930610 0.875615 -0.259443 -0.017313 0.025544 0.017889
0.307770 -0.702675 -0.392472 0.478410 -0.016564 -0.033097 -0.014919
0.687357 -0.310402 0.947176 -0.222654 -0.033751 0.038470 0.000196
0.284450 0.195768 -0.356735 -0.136054 0.031901 0.004420 0.023584
0.961574 -0.130987 0.831416 -0.315718 -0.031422 0.034703 0.046570
0.765971 0.660383 -0.375679 0.320400 0.046548 -0.035715 0.021350
0.218793 -0.449145 0.752426 -0.991064 0.021392 0.043591 -0.001279
0.396125 0.529231 -0.129110 0.931589 -0.046675 0.040670 -0.029253
0.601444 0.546055 0.605722 -0.370182 0.000056 0.012932 -0.035687
0.780140 0.556786 -0.245711 -0.830913 -0.002056 -0.002656 -0.049062
0.489549 -0.954942 0.541002 -0.112801 0.011981 -0.004213 -0.042898
0.183347 -0.538477 0.985347 -0.425935 0.031178 0.003709 -0.040972
0.618808 0.788089 -0.721470 0.842942 -0.038324 -0.043914 -0.006267
0.317420 -0.066201 -0.514389 -0.916551 0.021944 0.048951 0.022345
0.403693 -0.923678 0.746393 -0.597735 0.008788 0.005467 -0.017551
0.379386 0.999690 0.731129 -0.743551 -0.011988 0.036693 0.040289
0.195076 -0.338905 0.093694 -0.224608 0.042658 -0.012928 0.043303
0.508496 0.221337 0.322834 0.308136 -0.043073 0.008964 0.012211
0.060616 0.355729 0.331724 0.120062 -0.014894 0.009434 0.016556
0.408637 -0.998131 0.382449 -0.772187 -0.005289 -0.019965 0.000112
0.317276 0.778826 -0.203594 0.691381 0.044715 0.035189 -0.032688
0.735782 -0.001503 -0.306047 0.460034 -0.046567 0.011718 0.017354
0.467537 -0.054381 -0.431384 0.415509 -0.042786 -0.018115 0.004993
0.384867 0.080506 -0.183555 0.382037 -0.000239 -0.036336 0.034872
0.232835 -0.082030 0.962833 -0.586304 -0.029691 -0.000230 0.028316
0.210412 0.263295 0.216663 0.127752 -0.023933 -0.029381 -0.021372
0.781198 -0.178832 -0.408539 -0.745656 0.015944 0.034364 0.016391
0.107917 0.917609 -0.170224 -0.907584 -0.025153 0.029001 0.006522
0.104689 0.328416 -0.912834 -0.403318 -0.017922 0.034889 -0.005845
0.526268 -0.543978 -0.133954 0.422130 -0.039841 0.025890 0.046895
0.413279 0.389397 0.721595 -0.975821 0.019578 0.027142 -0.046581
0.556002 0.629838 0.689780 0.583817 -0.046324 0.007145 0.017018
0.488215 -0.251242 -0.119060 -0.570419 -0.045665 -0.003843 -0.023686
0.875895 -0.687375 -0.332540 -0.290857 0.035635 -0.025411 0.033574
0.177343 -0.179072 0.209418 0.695477 -0.004470 0.040434 0.041159
0.168546 -0.028795 0.421756 0.742482 -0.005149 0.007071 -0.006965
0.411761 0.324285 0.848086 0.286077 -0.045903 0.033169 0.033696
0.925947 -0.991035 -0.531331 0.157832 -0.022870 0.033366 -0.048057
