0.01
1.0
100.0
100
1.000000 -0.695026 -0.830330 -0.629799 -0.019073 0.017092 -0.047344
0.069469 -0.270009 -0.743123 -0.066445 0.018096 -0.027039 -0.040638
0.133368 -0.327883 -0.831411 -0.006062 0.019839 0.045588 -0.041371
0.092213 0.746936 0.775167 -0.245921 -0.047243 -0.018680 -0.034956
0.035824 -0.265824 0.519316 -0.222454 0.044852 0.014525 -0.005002
0.084685 0.468991 -0.339493 0.896889 0.039400 -0.026687 -0.017084
0.828138 -0.007484 -0.008671 0.763341 -0.049995 -0.027638 0.029649
0.254924 0.832239 0.666667 -0.854923 0.008957 0.029200 0.046650
0.964027 0.147179 -0.382293 0.167102 0.028399 -0.044780 0.003731
0.439386 0.334674 -0.104759 0.772871 0.038024 -0.032141 0.034329
0.768363 0.101243 0.143476 0.813440 -0.046059 -0.049801 -0.003856
0.226799 -0.280895 0.355966 -0.643767 0.038562 -0.002047 -0.021033
0.891779 0.022806 -0.719482 -0.697034 0.003754 -0.003799 0.016045
0.528146 -0.769754 -0.552533 0.086631 -0.007128 -0.001753 -0.014886
0.366795 0.693513 -0.538405 -0.425785 0.049280 0.025780 0.041660
0.856434 -0.753344 0.024286 0.919939 -0.005739 -0.026893 -0.031692
0.290433 0.382598 0.185804 0.557711 -0.022637 0.047961 -0.041814
0.487852 0.262248 0.961105 -0.290222 0.033107 -0.041336 -0.006513
0.468977 0.737725 0.758153 0.248611 0.037898 0.045188 0.024187
0.093271 0.434391 -0.380308 -0.865711 0.046303 0.021592 -0.040067
0.616967 -0.047268 -0.747070 -0.315756 -0.041189 -0.031408 0.013460
0.121652 0.841774 -0.803394 0.762150 0.004121 0.034083 -0.046623
0.507286 0.516132 0.359766 0.926991 -0.018616 -0.020656 0.010998
0.616140 0.264210 -0.183193 -0.660616 0.046268 -0.022424 0.014653
0.257849 0.819572 0.970740 0.910153 0.026965 -0.035469 0.015674
0.661463 -0.816492 -0.379508 0.878743 0.006080 0.044026 -0.015497
0.269269 0.628819 0.779780 0.637122 0.007318 0.020916 0.038171
0.957311 -0.203642 -0.473637 -0.951837 0.015138 0.006119 -0.014963
0.577843 0.981238 -0.763452 0.446952 0.003755 0.015336 -0.039790
0.939508 -0.169361 -0.197131 0.766505 0.035854 0.028546 0.025154
0.792227 0.997843 0.511507 0.072627 -0.018818 0.018942 0.013574
0.630140 0.353280 -0.411600 0.900836 0.029679 -0.006903 0.042255
0.275724 0.714539 0.345178 0.318344 -0.011948 0.028312 -0.014802
0.842520 0.153870 0.021993 -0.114960 0.007495 -0.039889 0.030994
0.641730 -0.184387 -0.431216 -0.376897 -0.020911 0.044946 -0.027520
0.815400 0.733636 -0.430404 -0.912360 0.044126 -0.020047 -0.022511
0.756667 0.552868 -0.985369 -0.644814 -0.021153 -0.008845 0.049264
0.080164 0.105205 0.356597 0.061922 -0.017289 -0.014987 0.049782
0.534205 -0.256006 -0.244965 0.132088 0.007084 -0.020633 -0.035355
0.297035 0.656912 -0.108451 0.646523 0.006870 -0.045176 -0.043528
0.240821 -0.328935 -0.180974 0.525837 0.046687 -0.008188 -0.025596
0.010542 -0.451356 -0.120278 -0.615118 0.012343 -0.006322 0.006669
0.884285 0.747353 0.536698 0.962941 0.000618 0.042518 -0.040906
0.496010 0.808273 -0.539411 -0.919247 0.007286 0.037545 -0.009148
0.404705 -0.993389 0.963884 0.332816 0.039919 -0.015736 -0.003149
0.449891 -0.523521 0.865765 0.108261 -0.018651 0.002117 -0.037429
0.562838 -0.952511 -0.920623 0.557984 -0.027583 0.023532 -0.036580
0.719425 -0.886270 -0.558108 0.699791 0.030021 0.049254 -0.048347
0.778125 0.214313 0.118272 -0.777534 -0.019346 0.047424 0.026361
0.588259 0.143823 -0.463172 0.621472 0.017472 -0.035950 -0.030182
0.079769 -0.867147 0.169544 0.460872 -0.010371 0.029798 0.001862
0.197178 -0.190399 0.406869 -0.108147 -0.029759 -0.045324 -0.022736
0.111941 -0.084574 -0.054888 0.404497 -0.049224 -0.007518 -0.027758
0.515297 0.857119 0.471947 -0.447444 -0.030360 0.047152 -0.037038
0.393293 0.811817 -0.406621 -0.490741 -0.026031 -0.033184 -0.037248
0.481810 -0.564048 0.613306 0.000932 0.024044 -0.013330 0.021660
0.016614 -0.088709 0.282622 0.747578 -0.032541 0.019659 -0.043533
0.119294 -0.397224 0.778248 -0.997564 -0.032418 0.042681 -0.011566
0.558483 0.985267 -0.848435 -0.509251 0.005368 -0.025113 0.021437
0.187753 -0.575332 0.128314 -0.309173 -0.024851 -0.045485 -0.005152
