0.001
0.01
10.0
51
1.0 0.0 0.0 0.0 0.0 0.0 0.0
0.001 0.79478583 -0.16256861 -0.03220313 0.22249042 1.08773907 0.02552583
0.001 0.84195751 0.02321821 -0.00559639 -0.03003626 1.08919919 -0.02342050
0.001 0.36120725 -0.86397454 0.07638915 0.95341058 0.39859834 0.00812752
0.001 0.14450755 0.85253587 -0.07184799 -1.06027176 0.17971944 -0.02027023
0.001 -0.16548457 0.47036293 0.03912007 -1.33589590 -0.46999911 -0.03356749
0.001 -0.68839920 -0.08704437 0.01356118 0.15059608 -1.19100424 -0.01214407
0.001 0.76438125 0.20824809 0.01554111 -0.29532143 1.08398674 -0.09184297
0.001 0.75225968 -0.13273709 0.06825988 0.19881721 1.12675491 -0.10889960
0.001 0.50226767 -0.12896935 0.01919225 0.34537130 1.34503928 -0.04958382
0.001 0.06310502 0.32384365 -0.02267150 -1.70880794 0.33298279 0.08427611
0.001 -0.33578382 0.81615702 -0.01050397 -0.98441425 -0.40500832 0.02058183
0.001 -0.03639221 0.11861789 0.01660537 -2.71408825 -0.83268775 -0.01689201
0.001 -0.09597158 0.30983611 0.03421841 -1.67722948 -0.51952098 0.02201237
0.001 -0.92785135 -0.10444579 0.01911339 0.11576358 -1.02839365 -0.04304316
0.001 -0.30560366 -0.67027997 0.04421160 1.06012013 -0.48334517 -0.04813266
0.001 0.32655264 -0.34447066 -0.05522623 1.05338268 0.99858980 0.04364409
0.001 0.51855845 -0.22189903 0.01729516 0.52382907 1.22414232 0.06629111
0.001 0.46225022 -0.34308077 0.09035164 0.78551044 1.05835831 0.03054900
0.001 0.24954771 -0.50959578 -0.00156341 1.19226404 0.58384855 0.04099536
0.001 -0.20018707 -0.59110775 -0.01653929 1.19894726 -0.40604059 -0.04547771
0.001 0.40679398 0.76348921 0.01969898 -0.94886369 0.50556318 0.04873266
0.001 0.01644831 0.09293908 0.08563746 -3.20520034 0.56725477 0.00887052
0.001 -0.31202422 0.27828672 0.01233321 -1.02939380 -1.15419015 -0.03192403
0.001 0.19630249 0.27553032 -0.06354626 -1.40024144 0.99760665 0.00194521
0.001 -0.41986497 -0.48478588 0.03676316 0.94390396 -0.81749949 0.14325671
0.001 -0.69730528 0.40492483 -0.09304485 -0.55922915 -0.96302674 -0.00608792
0.001 -0.22377545 0.81929369 0.00029648 -1.04675420 -0.28590223 0.03562932
0.001 0.63620720 0.51682534 0.04763343 -0.69643536 0.85730547 0.01680468
0.001 0.33242741 0.02087721 0.12266840 -0.10860384 1.72929637 0.04317049
0.001 -0.17606956 0.35137554 -0.03908975 -1.42609485 -0.71459697 0.03899201
0.001 -0.87536039 0.14986773 0.03949036 -0.17906783 -1.04591488 0.00730849
0.001 -0.38361543 0.73125757 0.02482364 -0.97449722 -0.51121819 -0.05961655
0.001 -0.04215248 0.04823644 -0.03845262 -2.97510722 -2.59986331 -0.02088894
0.001 0.12212941 0.82312293 -0.01243279 -1.08436332 0.16089050 -0.03349464
0.001 0.77310231 -0.60491227 0.07402443 0.62196760 0.79489971 0.02894169
0.001 0.83405085 0.32648218 0.00921551 -0.38515428 0.98393809 -0.03976399
0.001 0.88371449 0.18679025 0.08342253 -0.21759539 1.02945525 -0.03044245
0.001 0.25933200 -0.14151285 0.03551773 0.88127946 1.61500508 0.03256227
0.001 -0.69758748 -0.06048629 0.01009119 0.10323317 -1.19058655 -0.06222485
0.001 -0.26194218 -0.05743164 -0.07141314 0.41357065 -1.88627045 -0.02551786
0.001 -0.32589644 -0.46369491 -0.02774560 1.08674817 -0.76379392 0.06281933
0.001 -0.40328153 0.73896976 0.00591620 -0.95669651 -0.52210260 0.02651002
0.001 -0.42830224 0.69607060 0.03014922 -0.94208886 -0.57968081 0.00933641
0.001 -0.23811564 0.89202602 0.04426324 -1.00552141 -0.26841187 0.01481661
0.001 0.25106651 -0.06477988 -0.09171359 0.49064092 1.90157060 -0.02342099
0.001 -0.79896823 -0.31439638 -0.01391257 0.39517604 -1.00425172 -0.00284724
0.001 -0.67397645 -0.67996559 -0.01400571 0.72586014 -0.71946676 -0.00180931
0.001 0.35323151 0.44648278 0.14055870 -1.03938386 0.82230077 0.03510291
0.001 -0.07982414 0.22766577 -0.06930088 -1.92125659 -0.67363075 -0.05460638
0.001 -0.27675771 -0.53513397 -0.03774068 1.14436767 -0.59183791 -0.02532208
